RK,TEAM,DATE,SEASON
9,Minnesota Duluth,2011-11-28,2011
10,Northeastern,2011-11-28,2011
11,Harvard,2011-11-28,2011
12,Ohio State,2011-11-28,2011
13,Dartmouth,2011-11-28,2011
14,Quinnipiac,2011-11-28,2011
1,Wisconsin,2011-12-05,2011
2,Minnesota,2011-12-05,2011
3,Cornell,2011-12-05,2011
4,Boston College,2011-12-05,2011
5,North Dakota,2011-12-05,2011
6,Mercyhurst,2011-12-05,2011
7,Bemidji State,2011-12-05,2011
8,Northeastern,2011-12-05,2011
9,Boston University,2011-12-05,2011
10,Minnesota Duluth,2011-12-05,2011
11,Harvard,2011-12-05,2011
12,Ohio State,2011-12-05,2011
13,Clarkson,2011-12-05,2011
1,Wisconsin,2011-12-12,2011
2,Minnesota,2011-12-12,2011
3,Cornell,2011-12-12,2011
4,Boston College,2011-12-12,2011
5,Mercyhurst,2011-12-12,2011
6,North Dakota,2011-12-12,2011
7,Northeastern,2011-12-12,2011
8,Bemidji State,2011-12-12,2011
9,Minnesota Duluth,2011-12-12,2011
10,Harvard,2011-12-12,2011
11,Boston University,2011-12-12,2011
12,Clarkson,2011-12-12,2011
13,Ohio State,2011-12-12,2011
1,Minnesota,2012-01-09,2012
2,Wisconsin,2012-01-09,2012
3,Cornell,2012-01-09,2012
4,Boston College,2012-01-09,2012
5,Mercyhurst,2012-01-09,2012
6,North Dakota,2012-01-09,2012
7,Northeastern,2012-01-09,2012
8,Minnesota Duluth,2012-01-09,2012
9,Bemidji State,2012-01-09,2012
10,Harvard,2012-01-09,2012
11,Boston University,2012-01-09,2012
11,Dartmouth,2012-01-09,2012
11,St. Lawrence,2012-01-09,2012
14,Princeton,2012-01-09,2012
14,Robert Morris,2012-01-09,2012
1,Wisconsin,2012-01-16,2012
2,Minnesota,2012-01-16,2012
3,Cornell,2012-01-16,2012
4,Boston College,2012-01-16,2012
5,Mercyhurst,2012-01-16,2012
6,North Dakota,2012-01-16,2012
7,Northeastern,2012-01-16,2012
8,Minnesota Duluth,2012-01-16,2012
9,Harvard,2012-01-16,2012
10,Dartmouth,2012-01-16,2012
11,Bemidji State,2012-01-16,2012
12,Boston University,2012-01-16,2012
13,Maine,2012-01-16,2012
13,St. Lawrence,2012-01-16,2012
1,Wisconsin,2012-01-23,2012
2,Cornell,2012-01-23,2012
3,Minnesota,2012-01-23,2012
4,Boston College,2012-01-23,2012
5,North Dakota,2012-01-23,2012
6,Northeastern,2012-01-23,2012
7,Mercyhurst,2012-01-23,2012
8,Minnesota Duluth,2012-01-23,2012
9,Harvard,2012-01-23,2012
10,Dartmouth,2012-01-23,2012
11,Bemidji State,2012-01-23,2012
11,St. Lawrence,2012-01-23,2012
1,Wisconsin,2012-01-30,2012
2,Minnesota,2012-01-30,2012
3,Cornell,2012-01-30,2012
4,Boston College,2012-01-30,2012
5,Mercyhurst,2012-01-30,2012
6,North Dakota,2012-01-30,2012
7,Northeastern,2012-01-30,2012
8,Harvard,2012-01-30,2012
9,Minnesota Duluth,2012-01-30,2012
10,Dartmouth,2012-01-30,2012
11,Bemidji State,2012-01-30,2012
12,Boston University,2012-01-30,2012
13,Clarkson,2012-01-30,2012
13,St. Lawrence,2012-01-30,2012
1,Wisconsin,2012-02-06,2012
2,Minnesota,2012-02-06,2012
3,Cornell,2012-02-06,2012
4,North Dakota,2012-02-06,2012
5,Mercyhurst,2012-02-06,2012
6,Boston College,2012-02-06,2012
7,Northeastern,2012-02-06,2012
8,Harvard,2012-02-06,2012
9,Minnesota Duluth,2012-02-06,2012
10,Boston University,2012-02-06,2012
11,Dartmouth,2012-02-06,2012
12,St. Lawrence,2012-02-06,2012
13,Bemidji State,2012-02-06,2012
13,Clarkson,2012-02-06,2012
15,Providence,2012-02-06,2012
1,Wisconsin,2012-02-13,2012
2,Minnesota,2012-02-13,2012
3,Cornell,2012-02-13,2012
4,Boston College,2012-02-13,2012
5,North Dakota,2012-02-13,2012
6,Mercyhurst,2012-02-13,2012
7,Northeastern,2012-02-13,2012
8,Harvard,2012-02-13,2012
9,Boston University,2012-02-13,2012
10,St. Lawrence,2012-02-13,2012
11,Minnesota Duluth,2012-02-13,2012
12,Clarkson,2012-02-13,2012
13,Bemidji State,2012-02-13,2012
13,Dartmouth,2012-02-13,2012
1,Wisconsin,2012-02-20,2012
2,Minnesota,2012-02-20,2012
3,Cornell,2012-02-20,2012
4,Boston College,2012-02-20,2012
5,North Dakota,2012-02-20,2012
6,Mercyhurst,2012-02-20,2012
7,Northeastern,2012-02-20,2012
8,Harvard,2012-02-20,2012
9,Boston University,2012-02-20,2012
10,St. Lawrence,2012-02-20,2012
11,Minnesota Duluth,2012-02-20,2012
12,Clarkson,2012-02-20,2012
13,Bemidji State,2012-02-20,2012
1,Wisconsin,2012-02-27,2012
2,Minnesota,2012-02-27,2012
3,Cornell,2012-02-27,2012
4,Boston College,2012-02-27,2012
5,North Dakota,2012-02-27,2012
6,Mercyhurst,2012-02-27,2012
7,Northeastern,2012-02-27,2012
8,Harvard,2012-02-27,2012
9,Boston University,2012-02-27,2012
10,St. Lawrence,2012-02-27,2012
11,Minnesota Duluth,2012-02-27,2012
12,Bemidji State,2012-02-27,2012
1,Wisconsin,2012-03-05,2012
2,Minnesota,2012-03-05,2012
3,Cornell,2012-03-05,2012
4,Boston College,2012-03-05,2012
5,Boston University,2012-03-05,2012
6,North Dakota,2012-03-05,2012
7,St. Lawrence,2012-03-05,2012
8,Mercyhurst,2012-03-05,2012
9,Northeastern,2012-03-05,2012
10,Minnesota Duluth,2012-03-05,2012
11,Harvard,2012-03-05,2012
12,Providence,2012-03-05,2012
13,Robert Morris,2012-03-05,2012
1,Minnesota,2012-03-19,2012
2,Wisconsin,2012-03-19,2012
3,Cornell,2012-03-19,2012
4,Boston College,2012-03-19,2012
5,Boston University,2012-03-19,2012
6,North Dakota,2012-03-19,2012
7,St. Lawrence,2012-03-19,2012
8,Mercyhurst,2012-03-19,2012
9,Northeastern,2012-03-19,2012
10,Minnesota Duluth,2012-03-19,2012
11,Harvard,2012-03-19,2012
12,Providence,2012-03-19,2012
1,Minnesota,2012-09-17,2012
2,Wisconsin,2012-09-17,2012
3,Cornell,2012-09-17,2012
4,Boston College,2012-09-17,2012
5,North Dakota,2012-09-17,2012
6,Boston University,2012-09-17,2012
7,St. Lawrence,2012-09-17,2012
8,Minnesota Duluth,2012-09-17,2012
9,Northeastern,2012-09-17,2012
10,Mercyhurst,2012-09-17,2012
11,Harvard,2012-09-17,2012
12,Clarkson,2012-09-17,2012
13,Providence,2012-09-17,2012
14,Quinnipiac,2012-09-17,2012
15,Robert Morris,2012-09-17,2012
1,Minnesota,2012-10-01,2012
2,Cornell,2012-10-01,2012
3,Boston College,2012-10-01,2012
4,Wisconsin,2012-10-01,2012
5,North Dakota,2012-10-01,2012
6,Boston University,2012-10-01,2012
7,St. Lawrence,2012-10-01,2012
8,Minnesota Duluth,2012-10-01,2012
9,Mercyhurst,2012-10-01,2012
10,Northeastern,2012-10-01,2012
11,Harvard,2012-10-01,2012
12,Clarkson,2012-10-01,2012
13,Quinnipiac,2012-10-01,2012
14,Providence,2012-10-01,2012
1,Minnesota,2012-10-08,2012
2,Cornell,2012-10-08,2012
3,Boston University,2012-10-08,2012
4,Wisconsin,2012-10-08,2012
5,Boston College,2012-10-08,2012
6,North Dakota,2012-10-08,2012
7,Clarkson,2012-10-08,2012
8,Northeastern,2012-10-08,2012
9,Mercyhurst,2012-10-08,2012
10,Ohio State,2012-10-08,2012
11,Harvard,2012-10-08,2012
12,St. Lawrence,2012-10-08,2012
13,Providence,2012-10-08,2012
14,Minnesota State,2012-10-08,2012
14,Minnesota Duluth,2012-10-08,2012
1,Minnesota,2012-10-15,2012
2,Cornell,2012-10-15,2012
3,Boston University,2012-10-15,2012
4,Boston College,2012-10-15,2012
5,Clarkson,2012-10-15,2012
6,Ohio State,2012-10-15,2012
7,Mercyhurst,2012-10-15,2012
8,Northeastern,2012-10-15,2012
9,Wisconsin,2012-10-15,2012
10,North Dakota,2012-10-15,2012
11,Minnesota Duluth,2012-10-15,2012
12,Harvard,2012-10-15,2012
1,Minnesota,2012-10-22,2012
2,Cornell,2012-10-22,2012
3,Boston University,2012-10-22,2012
4,Clarkson,2012-10-22,2012
5,Mercyhurst,2012-10-22,2012
6,Boston College,2012-10-22,2012
7,Northeastern,2012-10-22,2012
8,North Dakota,2012-10-22,2012
9,Harvard,2012-10-22,2012
10,Minnesota State,2012-10-22,2012
11,Ohio State,2012-10-22,2012
12,Wisconsin,2012-10-22,2012
13,Dartmouth,2012-10-22,2012
14,Minnesota Duluth,2012-10-22,2012
14,Providence,2012-10-22,2012
14,St. Lawrence,2012-10-22,2012
1,Minnesota,2012-10-29,2012
2,Cornell,2012-10-29,2012
3,Boston University,2012-10-29,2012
4,Clarkson,2012-10-29,2012
5,Mercyhurst,2012-10-29,2012
6,Harvard,2012-10-29,2012
7,Northeastern,2012-10-29,2012
8,Boston College,2012-10-29,2012
9,North Dakota,2012-10-29,2012
10,Ohio State,2012-10-29,2012
11,Wisconsin,2012-10-29,2012
12,Minnesota Duluth,2012-10-29,2012
13,Providence,2012-10-29,2012
13,St. Lawrence,2012-10-29,2012
1,Minnesota,2012-11-05,2012
2,Cornell,2012-11-05,2012
3,Clarkson,2012-11-05,2012
4,Mercyhurst,2012-11-05,2012
5,Boston University,2012-11-05,2012
6,Harvard,2012-11-05,2012
7,Boston College,2012-11-05,2012
8,Northeastern,2012-11-05,2012
9,Ohio State,2012-11-05,2012
10,North Dakota,2012-11-05,2012
11,Wisconsin,2012-11-05,2012
12,New Hampshire,2012-11-05,2012
12,Providence,2012-11-05,2012
14,St. Lawrence,2012-11-05,2012
1,Minnesota,2012-11-12,2012
2,Cornell,2012-11-12,2012
3,Clarkson,2012-11-12,2012
4,Mercyhurst,2012-11-12,2012
5,Boston College,2012-11-12,2012
6,Harvard,2012-11-12,2012
7,Boston University,2012-11-12,2012
8,Ohio State,2012-11-12,2012
9,Northeastern,2012-11-12,2012
10,North Dakota,2012-11-12,2012
11,Wisconsin,2012-11-12,2012
12,New Hampshire,2012-11-12,2012
12,Providence,2012-11-12,2012
1,Minnesota,2012-11-19,2012
2,Cornell,2012-11-19,2012
3,Clarkson,2012-11-19,2012
4,Mercyhurst,2012-11-19,2012
5,Boston College,2012-11-19,2012
6,Boston University,2012-11-19,2012
7,Harvard,2012-11-19,2012
8,Ohio State,2012-11-19,2012
9,Northeastern,2012-11-19,2012
10,North Dakota,2012-11-19,2012
11,Wisconsin,2012-11-19,2012
12,Providence,2012-11-19,2012
1,Minnesota,2012-11-26,2012
2,Clarkson,2012-11-26,2012
3,Cornell,2012-11-26,2012
4,Mercyhurst,2012-11-26,2012
5,Boston College,2012-11-26,2012
6,Harvard,2012-11-26,2012
7,Boston University,2012-11-26,2012
8,North Dakota,2012-11-26,2012
9,Northeastern,2012-11-26,2012
10,Wisconsin,2012-11-26,2012
11,Ohio State,2012-11-26,2012
12,Providence,2012-11-26,2012
12,St. Lawrence,2012-11-26,2012
1,Minnesota,2012-12-02,2012
2,Clarkson,2012-12-02,2012
3,Cornell,2012-12-02,2012
4,Mercyhurst,2012-12-02,2012
5,Harvard,2012-12-02,2012
6,Boston College,2012-12-02,2012
7,Boston University,2012-12-02,2012
8,North Dakota,2012-12-02,2012
9,Wisconsin,2012-12-02,2012
10,Northeastern,2012-12-02,2012
11,Ohio State,2012-12-02,2012
1,Minnesota,2012-12-10,2012
2,Clarkson,2012-12-10,2012
3,Cornell,2012-12-10,2012
4,Harvard,2012-12-10,2012
5,Boston College,2012-12-10,2012
6,Boston University,2012-12-10,2012
7,Mercyhurst,2012-12-10,2012
8,Wisconsin,2012-12-10,2012
9,Northeastern,2012-12-10,2012
10,Ohio State,2012-12-10,2012
11,North Dakota,2012-12-10,2012
12,Robert Morris,2012-12-10,2012
1,Minnesota,2013-01-07,2013
2,Harvard,2013-01-07,2013
3,Boston College,2013-01-07,2013
4,Cornell,2013-01-07,2013
5,Clarkson,2013-01-07,2013
6,Boston University,2013-01-07,2013
7,Mercyhurst,2013-01-07,2013
8,Wisconsin,2013-01-07,2013
9,Northeastern,2013-01-07,2013
10,Ohio State,2013-01-07,2013
11,North Dakota,2013-01-07,2013
12,St. Lawrence,2013-01-07,2013
1,Minnesota,2013-01-14,2013
2,Boston College,2013-01-14,2013
3,Harvard,2013-01-14,2013
4,Cornell,2013-01-14,2013
5,Boston University,2013-01-14,2013
6,Clarkson,2013-01-14,2013
7,Wisconsin,2013-01-14,2013
8,Mercyhurst,2013-01-14,2013
9,Ohio State,2013-01-14,2013
10,Northeastern,2013-01-14,2013
11,North Dakota,2013-01-14,2013
12,St. Lawrence,2013-01-14,2013
13,Dartmouth,2013-01-14,2013
1,Minnesota,2013-01-21,2013
2,Harvard,2013-01-21,2013
3,Boston College,2013-01-21,2013
4,Cornell,2013-01-21,2013
5,Boston University,2013-01-21,2013
6,Mercyhurst,2013-01-21,2013
7,Clarkson,2013-01-21,2013
8,Wisconsin,2013-01-21,2013
9,Ohio State,2013-01-21,2013
10,North Dakota,2013-01-21,2013
11,Northeastern,2013-01-21,2013
12,Minnesota Duluth,2013-01-21,2013
1,Minnesota,2013-01-28,2013
2,Boston College,2013-01-28,2013
3,Harvard,2013-01-28,2013
4,Boston University,2013-01-28,2013
5,Cornell,2013-01-28,2013
6,Clarkson,2013-01-28,2013
7,Mercyhurst,2013-01-28,2013
8,Wisconsin,2013-01-28,2013
9,North Dakota,2013-01-28,2013
10,Minnesota Duluth,2013-01-28,2013
11,Northeastern,2013-01-28,2013
1,Minnesota,2013-02-04,2013
2,Boston College,2013-02-04,2013
3,Boston University,2013-02-04,2013
4,Cornell,2013-02-04,2013
5,Harvard,2013-02-04,2013
6,Clarkson,2013-02-04,2013
7,Mercyhurst,2013-02-04,2013
8,Wisconsin,2013-02-04,2013
9,North Dakota,2013-02-04,2013
10,Minnesota Duluth,2013-02-04,2013
11,Northeastern,2013-02-04,2013
12,St. Lawrence,2013-02-04,2013
13,Providence,2013-02-04,2013
1,Minnesota,2013-02-11,2013
2,Boston College,2013-02-11,2013
3,Boston University,2013-02-11,2013
4,Cornell,2013-02-11,2013
5,Harvard,2013-02-11,2013
6,Clarkson,2013-02-11,2013
7,Wisconsin,2013-02-11,2013
8,North Dakota,2013-02-11,2013
9,Mercyhurst,2013-02-11,2013
10,Northeastern,2013-02-11,2013
11,Minnesota Duluth,2013-02-11,2013
12,Quinnipiac,2013-02-11,2013
1,Minnesota,2013-02-18,2013
2,Boston College,2013-02-18,2013
3,Cornell,2013-02-18,2013
4,Boston University,2013-02-18,2013
5,Harvard,2013-02-18,2013
6,Wisconsin,2013-02-18,2013
7,Clarkson,2013-02-18,2013
8,North Dakota,2013-02-18,2013
9,Mercyhurst,2013-02-18,2013
10,Northeastern,2013-02-18,2013
11,Minnesota Duluth,2013-02-18,2013
1,Minnesota,2013-02-25,2013
2,Cornell,2013-02-25,2013
3,Boston College,2013-02-25,2013
4,Boston University,2013-02-25,2013
5,Clarkson,2013-02-25,2013
6,Wisconsin,2013-02-25,2013
7,Harvard,2013-02-25,2013
8,North Dakota,2013-02-25,2013
9,Mercyhurst,2013-02-25,2013
10,Northeastern,2013-02-25,2013
1,Minnesota,2013-03-04,2013
2,Boston College,2013-03-04,2013
3,Cornell,2013-03-04,2013
4,Boston University,2013-03-04,2013
5,Clarkson,2013-03-04,2013
6,Wisconsin,2013-03-04,2013
7,Harvard,2013-03-04,2013
8,North Dakota,2013-03-04,2013
9,Mercyhurst,2013-03-04,2013
10,Northeastern,2013-03-04,2013
1,Minnesota,2013-03-11,2013
2,Cornell,2013-03-11,2013
3,Boston University,2013-03-11,2013
4,Boston College,2013-03-11,2013
5,Harvard,2013-03-11,2013
6,Clarkson,2013-03-11,2013
7,North Dakota,2013-03-11,2013
8,Mercyhurst,2013-03-11,2013
9,Wisconsin,2013-03-11,2013
10,Northeastern,2013-03-11,2013
1,Minnesota,2013-03-25,2013
2,Boston University,2013-03-25,2013
3,Boston College,2013-03-25,2013
4,Cornell,2013-03-25,2013
5,Mercyhurst,2013-03-25,2013
6,North Dakota,2013-03-25,2013
7,Harvard,2013-03-25,2013
8,Clarkson,2013-03-25,2013
9,Wisconsin,2013-03-25,2013
10,Northeastern,2013-03-25,2013
1,Minnesota,2013-09-23,2013
2,Boston College,2013-09-23,2013
3,Clarkson,2013-09-23,2013
4,Cornell,2013-09-23,2013
5,Boston University,2013-09-23,2013
6,Wisconsin,2013-09-23,2013
7,Mercyhurst,2013-09-23,2013
8,North Dakota,2013-09-23,2013
9,Harvard,2013-09-23,2013
10,Northeastern,2013-09-23,2013
11,Minnesota Duluth,2013-09-23,2013
12,Quinnipiac,2013-09-23,2013
13,Ohio State,2013-09-23,2013
14,Dartmouth,2013-09-23,2013
1,Minnesota,2013-10-07,2013
2,Boston College,2013-10-07,2013
3,Clarkson,2013-10-07,2013
4,Cornell,2013-10-07,2013
4,Wisconsin,2013-10-07,2013
6,North Dakota,2013-10-07,2013
7,Boston University,2013-10-07,2013
8,Harvard,2013-10-07,2013
9,Minnesota Duluth,2013-10-07,2013
10,Ohio State,2013-10-07,2013
11,Mercyhurst,2013-10-07,2013
11,Quinnipiac,2013-10-07,2013
13,Northeastern,2013-10-07,2013
14,Dartmouth,2013-10-07,2013
1,Minnesota,2013-10-14,2013
2,Boston College,2013-10-14,2013
3,Clarkson,2013-10-14,2013
4,Wisconsin,2013-10-14,2013
5,Cornell,2013-10-14,2013
5,North Dakota,2013-10-14,2013
7,Boston University,2013-10-14,2013
7,Minnesota Duluth,2013-10-14,2013
9,Harvard,2013-10-14,2013
10,Quinnipiac,2013-10-14,2013
11,Ohio State,2013-10-14,2013
12,Northeastern,2013-10-14,2013
13,Mercyhurst,2013-10-14,2013
1,Minnesota,2013-10-21,2013
2,Wisconsin,2013-10-21,2013
3,Cornell,2013-10-21,2013
4,Boston College,2013-10-21,2013
5,Clarkson,2013-10-21,2013
6,North Dakota,2013-10-21,2013
7,Harvard,2013-10-21,2013
8,Mercyhurst,2013-10-21,2013
9,Quinnipiac,2013-10-21,2013
10,Ohio State,2013-10-21,2013
11,Minnesota Duluth,2013-10-21,2013
12,Boston University,2013-10-21,2013
13,New Hampshire,2013-10-21,2013
1,Minnesota,2013-10-28,2013
2,Wisconsin,2013-10-28,2013
3,Cornell,2013-10-28,2013
4,North Dakota,2013-10-28,2013
5,Clarkson,2013-10-28,2013
6,Boston College,2013-10-28,2013
7,Harvard,2013-10-28,2013
8,Mercyhurst,2013-10-28,2013
9,Quinnipiac,2013-10-28,2013
10,Ohio State,2013-10-28,2013
11,Minnesota Duluth,2013-10-28,2013
12,Boston University,2013-10-28,2013
13,New Hampshire,2013-10-28,2013
14,Robert Morris,2013-10-28,2013
14,Syracuse,2013-10-28,2013
1,Minnesota,2013-11-04,2013
2,Wisconsin,2013-11-04,2013
3,Cornell,2013-11-04,2013
4,North Dakota,2013-11-04,2013
5,Boston College,2013-11-04,2013
6,Clarkson,2013-11-04,2013
7,Quinnipiac,2013-11-04,2013
8,Harvard,2013-11-04,2013
9,Mercyhurst,2013-11-04,2013
10,Boston University,2013-11-04,2013
11,Ohio State,2013-11-04,2013
12,Robert Morris,2013-11-04,2013
13,Syracuse,2013-11-04,2013
1,Minnesota,2013-11-11,2013
2,Wisconsin,2013-11-11,2013
3,Cornell,2013-11-11,2013
4,North Dakota,2013-11-11,2013
5,Boston College,2013-11-11,2013
6,Harvard,2013-11-11,2013
7,Quinnipiac,2013-11-11,2013
8,Boston University,2013-11-11,2013
9,Clarkson,2013-11-11,2013
10,Mercyhurst,2013-11-11,2013
11,Robert Morris,2013-11-11,2013
12,Syracuse,2013-11-11,2013
1,Minnesota,2013-11-18,2013
2,Wisconsin,2013-11-18,2013
3,Cornell,2013-11-18,2013
4,North Dakota,2013-11-18,2013
5,Quinnipiac,2013-11-18,2013
6,Harvard,2013-11-18,2013
7,Boston College,2013-11-18,2013
8,Clarkson,2013-11-18,2013
9,Boston University,2013-11-18,2013
10,Mercyhurst,2013-11-18,2013
11,Robert Morris,2013-11-18,2013
12,Minnesota Duluth,2013-11-18,2013
12,Princeton,2013-11-18,2013
1,Minnesota,2013-11-25,2013
2,Wisconsin,2013-11-25,2013
3,Cornell,2013-11-25,2013
4,North Dakota,2013-11-25,2013
5,Harvard,2013-11-25,2013
6,Clarkson,2013-11-25,2013
7,Boston College,2013-11-25,2013
8,Quinnipiac,2013-11-25,2013
9,Boston University,2013-11-25,2013
10,Robert Morris,2013-11-25,2013
11,Mercyhurst,2013-11-25,2013
11,Minnesota Duluth,2013-11-25,2013
1,Minnesota,2013-12-02,2013
2,Wisconsin,2013-12-02,2013
3,Cornell,2013-12-02,2013
4,North Dakota,2013-12-02,2013
5,Harvard,2013-12-02,2013
6,Boston College,2013-12-02,2013
6,Clarkson,2013-12-02,2013
8,Quinnipiac,2013-12-02,2013
9,Boston University,2013-12-02,2013
10,Robert Morris,2013-12-02,2013
11,Minnesota Duluth,2013-12-02,2013
12,Mercyhurst,2013-12-02,2013
1,Minnesota,2013-12-09,2013
2,Wisconsin,2013-12-09,2013
3,Cornell,2013-12-09,2013
4,North Dakota,2013-12-09,2013
5,Harvard,2013-12-09,2013
6,Clarkson,2013-12-09,2013
7,Boston College,2013-12-09,2013
8,Boston University,2013-12-09,2013
9,Quinnipiac,2013-12-09,2013
10,Robert Morris,2013-12-09,2013
1,Minnesota,2013-12-16,2013
2,Wisconsin,2013-12-16,2013
3,Cornell,2013-12-16,2013
4,North Dakota,2013-12-16,2013
5,Harvard,2013-12-16,2013
6,Clarkson,2013-12-16,2013
7,Boston College,2013-12-16,2013
8,Boston University,2013-12-16,2013
9,Quinnipiac,2013-12-16,2013
10,Robert Morris,2013-12-16,2013
11,Mercyhurst,2013-12-16,2013
1,Minnesota,2014-01-06,2014
2,Wisconsin,2014-01-06,2014
3,Cornell,2014-01-06,2014
4,North Dakota,2014-01-06,2014
5,Harvard,2014-01-06,2014
6,Clarkson,2014-01-06,2014
7,Boston College,2014-01-06,2014
8,Boston University,2014-01-06,2014
9,Robert Morris,2014-01-06,2014
10,Quinnipiac,2014-01-06,2014
11,Mercyhurst,2014-01-06,2014
1,Minnesota,2014-01-13,2014
2,Wisconsin,2014-01-13,2014
3,Cornell,2014-01-13,2014
4,North Dakota,2014-01-13,2014
5,Clarkson,2014-01-13,2014
6,Harvard,2014-01-13,2014
7,Boston College,2014-01-13,2014
8,Robert Morris,2014-01-13,2014
9,Boston University,2014-01-13,2014
10,Quinnipiac,2014-01-13,2014
11,Mercyhurst,2014-01-13,2014
1,Minnesota,2014-01-20,2014
2,Wisconsin,2014-01-20,2014
3,North Dakota,2014-01-20,2014
4,Cornell,2014-01-20,2014
5,Harvard,2014-01-20,2014
6,Clarkson,2014-01-20,2014
7,Boston College,2014-01-20,2014
8,Robert Morris,2014-01-20,2014
9,Quinnipiac,2014-01-20,2014
10,Boston University,2014-01-20,2014
11,Mercyhurst,2014-01-20,2014
1,Minnesota,2014-01-27,2014
2,Wisconsin,2014-01-27,2014
3,North Dakota,2014-01-27,2014
4,Clarkson,2014-01-27,2014
5,Harvard,2014-01-27,2014
6,Cornell,2014-01-27,2014
7,Boston College,2014-01-27,2014
8,Robert Morris,2014-01-27,2014
9,Quinnipiac,2014-01-27,2014
10,Mercyhurst,2014-01-27,2014
11,Boston University,2014-01-27,2014
1,Minnesota,2014-02-03,2014
2,Wisconsin,2014-02-03,2014
3,Clarkson,2014-02-03,2014
4,North Dakota,2014-02-03,2014
5,Cornell,2014-02-03,2014
5,Harvard,2014-02-03,2014
7,Boston College,2014-02-03,2014
8,Quinnipiac,2014-02-03,2014
9,Robert Morris,2014-02-03,2014
10,Mercyhurst,2014-02-03,2014
11,Boston University,2014-02-03,2014
11,Minnesota Duluth,2014-02-03,2014
11,Northeastern,2014-02-03,2014
1,Minnesota,2014-02-10,2014
2,Wisconsin,2014-02-10,2014
3,Cornell,2014-02-10,2014
4,North Dakota,2014-02-10,2014
5,Clarkson,2014-02-10,2014
6,Harvard,2014-02-10,2014
7,Boston College,2014-02-10,2014
8,Mercyhurst,2014-02-10,2014
9,Robert Morris,2014-02-10,2014
10,Quinnipiac,2014-02-10,2014
11,Boston University,2014-02-10,2014
12,Minnesota Duluth,2014-02-10,2014
13,Northeastern,2014-02-10,2014
13,Syracuse,2014-02-10,2014
1,Minnesota,2014-02-17,2014
2,Wisconsin,2014-02-17,2014
3,Cornell,2014-02-17,2014
4,Clarkson,2014-02-17,2014
5,Boston College,2014-02-17,2014
5,Harvard,2014-02-17,2014
7,North Dakota,2014-02-17,2014
8,Mercyhurst,2014-02-17,2014
9,Quinnipiac,2014-02-17,2014
9,Robert Morris,2014-02-17,2014
11,Boston University,2014-02-17,2014
12,Syracuse,2014-02-17,2014
13,Minnesota Duluth,2014-02-17,2014
13,Northeastern,2014-02-17,2014
1,Minnesota,2014-02-24,2014
2,Wisconsin,2014-02-24,2014
3,Clarkson,2014-02-24,2014
4,Boston College,2014-02-24,2014
5,Harvard,2014-02-24,2014
6,Cornell,2014-02-24,2014
7,Quinnipiac,2014-02-24,2014
8,Mercyhurst,2014-02-24,2014
9,North Dakota,2014-02-24,2014
10,Robert Morris,2014-02-24,2014
11,Boston University,2014-02-24,2014
12,Northeastern,2014-02-24,2014
1,Minnesota,2014-03-03,2014
2,Wisconsin,2014-03-03,2014
3,Clarkson,2014-03-03,2014
4,Boston College,2014-03-03,2014
5,Cornell,2014-03-03,2014
6,Harvard,2014-03-03,2014
7,Quinnipiac,2014-03-03,2014
8,Mercyhurst,2014-03-03,2014
9,North Dakota,2014-03-03,2014
10,Robert Morris,2014-03-03,2014
11,Boston University,2014-03-03,2014
12,Northeastern,2014-03-03,2014
13,Minnesota Duluth,2014-03-03,2014
1,Minnesota,2014-03-10,2014
2,Cornell,2014-03-10,2014
3,Wisconsin,2014-03-10,2014
4,Clarkson,2014-03-10,2014
5,Boston College,2014-03-10,2014
6,Harvard,2014-03-10,2014
7,Mercyhurst,2014-03-10,2014
8,North Dakota,2014-03-10,2014
9,Boston University,2014-03-10,2014
10,Quinnipiac,2014-03-10,2014
11,Robert Morris,2014-03-10,2014
12,Minnesota Duluth,2014-03-10,2014
12,RIT,2014-03-10,2014
1,Clarkson,2014-03-24,2014
2,Minnesota,2014-03-24,2014
3,Wisconsin,2014-03-24,2014
4,Cornell,2014-03-24,2014
5,Boston College,2014-03-24,2014
6,Mercyhurst,2014-03-24,2014
7,Harvard,2014-03-24,2014
8,North Dakota,2014-03-24,2014
9,Boston University,2014-03-24,2014
10,Quinnipiac,2014-03-24,2014
11,Robert Morris,2014-03-24,2014
12,RIT,2014-03-24,2014
1,Minnesota,2014-09-22,2014
2,Wisconsin,2014-09-22,2014
3,Boston College,2014-09-22,2014
4,Harvard,2014-09-22,2014
5,Cornell,2014-09-22,2014
6,Boston University,2014-09-22,2014
7,Clarkson,2014-09-22,2014
8,North Dakota,2014-09-22,2014
9,Mercyhurst,2014-09-22,2014
10,Minnesota Duluth,2014-09-22,2014
10,Quinnipiac,2014-09-22,2014
12,Northeastern,2014-09-22,2014
13,Robert Morris,2014-09-22,2014
14,RIT,2014-09-22,2014
1,Minnesota,2014-10-06,2014
2,Wisconsin,2014-10-06,2014
3,Boston College,2014-10-06,2014
4,Harvard,2014-10-06,2014
5,Cornell,2014-10-06,2014
6,Boston University,2014-10-06,2014
7,Mercyhurst,2014-10-06,2014
8,Quinnipiac,2014-10-06,2014
9,Clarkson,2014-10-06,2014
10,North Dakota,2014-10-06,2014
11,Northeastern,2014-10-06,2014
12,Bemidji State,2014-10-06,2014
13,Minnesota Duluth,2014-10-06,2014
